Date,Open,High,Low,Close,Volume,QuoteVolume
"5/2/2021, 6:00:00 AM",57650.00000000,57694.99000000,56323.66000000,56450.19000000,3407.91929700,193719458.36672454
"5/2/2021, 7:00:00 AM",56450.19000000,56930.98000000,56171.31000000,56905.68000000,2786.08700200,157605012.86468333
"5/2/2021, 8:00:00 AM",56905.68000000,57129.00000000,56612.29000000,56902.07000000,1189.17985100,67660047.40627836
"5/2/2021, 9:00:00 AM",56902.07000000,57034.19000000,56686.00000000,56879.99000000,785.47169400,44680276.42170553
"5/2/2021, 10:00:00 AM",56881.33000000,56988.00000000,56404.31000000,56633.02000000,1376.83482100,77995726.42725475
"5/2/2021, 11:00:00 AM",56633.03000000,56766.63000000,56156.00000000,56525.23000000,1700.11311400,95942647.68039340
"5/2/2021, 12:00:00 PM",56525.23000000,56650.00000000,56035.25000000,56450.00000000,2403.85841100,135266350.12878354
"5/2/2021, 1:00:00 PM",56450.00000000,57000.00000000,56385.16000000,56831.67000000,1903.11951600,107919835.17539970
"5/2/2021, 2:00:00 PM",56831.67000000,57090.00000000,56543.25000000,57090.00000000,1173.26895200,66609748.01841626
"5/2/2021, 3:00:00 PM",57090.00000000,57286.96000000,56700.01000000,56839.66000000,1644.71494000,93637964.26675587
"5/2/2021, 4:00:00 PM",56839.66000000,56903.74000000,56451.01000000,56679.85000000,1194.66056800,67746384.26367628
"5/2/2021, 5:00:00 PM",56680.84000000,56999.00000000,56660.00000000,56823.52000000,1150.50579000,65406188.63448440
"5/2/2021, 6:00:00 PM",56823.51000000,56846.92000000,56231.55000000,56595.20000000,1984.99631400,112419083.07397810
"5/2/2021, 7:00:00 PM",56595.20000000,56777.00000000,56317.59000000,56557.80000000,1409.12692200,79754516.27742284
"5/2/2021, 8:00:00 PM",56557.81000000,56843.78000000,56468.63000000,56779.99000000,1123.45409800,63654819.02155532
"5/2/2021, 9:00:00 PM",56780.00000000,56899.99000000,56700.00000000,56840.45000000,1163.85583900,66092234.84228788
"5/2/2021, 10:00:00 PM",56840.44000000,56968.56000000,56546.47000000,56836.40000000,1320.49510200,74935754.79600876
"5/2/2021, 11:00:00 PM",56836.39000000,57000.00000000,56666.67000000,56994.00000000,1154.02130900,65587408.39658683
"5/3/2021, 12:00:00 AM",56994.99000000,57141.05000000,56615.05000000,56649.99000000,1628.93869100,92741543.38092892
"5/3/2021, 1:00:00 AM",56649.98000000,56745.70000000,56212.00000000,56382.10000000,1696.69206600,95798074.58228022
"5/3/2021, 2:00:00 AM",56382.10000000,56600.50000000,56309.32000000,56578.21000000,813.49727500,45939436.22443570
"5/3/2021, 3:00:00 AM",56578.21000000,57600.00000000,56525.00000000,57407.86000000,2646.72904100,151416158.41004776
"5/3/2021, 4:00:00 AM",57407.85000000,58289.99000000,57359.28000000,58042.82000000,2551.48309300,147582606.63670009
"5/3/2021, 5:00:00 AM",58042.83000000,58249.99000000,57850.23000000,58060.48000000,1823.36216200,105882925.89806594
"5/3/2021, 6:00:00 AM",58060.48000000,58240.69000000,57768.67000000,57925.80000000,2374.71673300,137811688.08132131
"5/3/2021, 7:00:00 AM",57925.79000000,58044.09000000,57696.70000000,57820.64000000,1382.12806400,80013601.48816361
"5/3/2021, 8:00:00 AM",57820.64000000,58110.00000000,57794.17000000,57938.86000000,2038.54737400,118120648.30764894
"5/3/2021, 9:00:00 AM",57938.86000000,58049.83000000,57860.02000000,57945.55000000,1706.15744900,98888713.68846299
"5/3/2021, 10:00:00 AM",57945.55000000,58848.00000000,57814.34000000,58787.87000000,4220.13936800,246777717.06234971
"5/3/2021, 11:00:00 AM",58787.88000000,58981.44000000,58617.00000000,58764.07000000,2633.32516800,154752730.49016771
"5/3/2021, 12:00:00 PM",58764.08000000,58804.45000000,58277.12000000,58409.73000000,2782.86138500,162819807.52966497
"5/3/2021, 1:00:00 PM",58409.91000000,58620.87000000,58344.97000000,58467.42000000,1876.01673700,109669819.73707500
"5/3/2021, 2:00:00 PM",58467.42000000,58965.19000000,58464.44000000,58657.63000000,2075.95103300,121960836.52462620
"5/3/2021, 3:00:00 PM",58657.64000000,58770.00000000,58293.49000000,58558.27000000,1868.05306800,109383604.99352554
"5/3/2021, 4:00:00 PM",58558.26000000,58645.09000000,57260.00000000,57697.33000000,3671.85760700,213192963.74439558
"5/3/2021, 5:00:00 PM",57696.52000000,58199.00000000,57600.00000000,57777.33000000,2873.98734700,166375065.44378340
"5/3/2021, 6:00:00 PM",57777.33000000,58020.21000000,57379.57000000,57601.83000000,2821.83567000,162987638.02944176
"5/3/2021, 7:00:00 PM",57603.33000000,57957.10000000,57169.00000000,57693.73000000,2868.97126900,165275722.42328171
"5/3/2021, 8:00:00 PM",57693.98000000,58170.00000000,57579.26000000,57958.60000000,2153.65446800,124703567.58306272
"5/3/2021, 9:00:00 PM",57958.60000000,58084.60000000,57745.90000000,57764.42000000,1840.54776500,106545407.62882838
"5/3/2021, 10:00:00 PM",57764.42000000,57764.43000000,57326.01000000,57564.87000000,1904.06989300,109554450.31414546
"5/3/2021, 11:00:00 PM",57564.86000000,57575.05000000,56602.73000000,56783.94000000,3198.86783000,182541407.06173947
"5/4/2021, 12:00:00 AM",56783.93000000,57163.26000000,56435.00000000,57110.25000000,2158.01867900,122592012.61666505
"5/4/2021, 1:00:00 AM",57110.24000000,57421.61000000,56723.01000000,57292.88000000,2249.03493000,128413962.13162172
"5/4/2021, 2:00:00 AM",57292.88000000,57457.12000000,56885.92000000,57169.39000000,1929.61515300,110341486.80259575
"5/4/2021, 3:00:00 AM",57169.39000000,57200.00000000,54580.00000000,55291.71000000,6665.08464600,373777145.02323799
"5/4/2021, 4:00:00 AM",55294.47000000,55846.68000000,55100.00000000,55682.71000000,4610.94771900,255893176.59333008
"5/4/2021, 5:00:00 AM",55682.71000000,56012.49000000,55447.73000000,55695.16000000,3115.89077700,173713662.42227589
"5/4/2021, 6:00:00 AM",55695.15000000,55959.79000000,55231.27000000,55452.17000000,2585.97508900,143848624.13102391
"5/4/2021, 7:00:00 AM",55452.16000000,55906.15000000,55122.00000000,55809.45000000,2356.60353200,131119052.42354593
"5/4/2021, 8:00:00 AM",55809.45000000,56291.37000000,55766.01000000,55988.95000000,2088.24067500,116979563.43962412
"5/4/2021, 9:00:00 AM",55988.95000000,56169.00000000,55851.25000000,56070.62000000,1916.64965200,107391203.53362403
"5/4/2021, 10:00:00 AM",56070.62000000,56361.82000000,55853.66000000,55917.97000000,2157.37739500,121052910.72643387
"5/4/2021, 11:00:00 AM",55917.98000000,56020.00000000,55555.00000000,55739.99000000,2839.97589800,158430169.12297217
"5/4/2021, 12:00:00 PM",55740.33000000,56399.68000000,55740.33000000,56077.57000000,2579.56632800,144816148.66418833
"5/4/2021, 1:00:00 PM",56077.58000000,56637.89000000,56075.11000000,56406.72000000,2546.58613600,143597850.74969619
"5/4/2021, 2:00:00 PM",56406.72000000,56431.65000000,55857.14000000,56143.42000000,2657.30554400,149147625.10935901
"5/4/2021, 3:00:00 PM",56143.43000000,56321.18000000,55460.16000000,56020.57000000,4864.08012500,271820166.31741269
"5/4/2021, 4:00:00 PM",56020.56000000,56120.00000000,55200.00000000,55461.35000000,4465.29985500,248715764.28257390
"5/4/2021, 5:00:00 PM",55461.35000000,55552.85000000,54410.00000000,54825.01000000,8000.28507900,440409027.31148381
"5/4/2021, 6:00:00 PM",54827.66000000,54971.00000000,53526.00000000,53799.33000000,8228.64433500,445832248.46195714
"5/4/2021, 7:00:00 PM",53802.54000000,54315.57000000,53201.01000000,53849.23000000,6012.40533500,323209940.96173234
"5/4/2021, 8:00:00 PM",53849.24000000,54289.75000000,53724.18000000,54166.82000000,3543.76980500,191535933.91356144
"5/4/2021, 9:00:00 PM",54166.87000000,54745.81000000,53985.34000000,54524.76000000,3163.18120000,171887591.63335161
"5/4/2021, 10:00:00 PM",54522.62000000,54578.03000000,54209.65000000,54541.13000000,2282.74096000,124232964.23670905
"5/4/2021, 11:00:00 PM",54539.73000000,54824.00000000,53900.00000000,54727.01000000,2578.11812600,140321341.13307888
"5/5/2021, 12:00:00 AM",54727.00000000,54809.48000000,54194.90000000,54349.83000000,1753.50066300,95554037.08929575
"5/5/2021, 1:00:00 AM",54349.84000000,54427.00000000,53533.00000000,54079.61000000,2126.63395600,114769279.39756184
"5/5/2021, 2:00:00 AM",54079.60000000,54236.63000000,53046.69000000,53200.01000000,2185.76307300,117346637.62294519
"5/5/2021, 3:00:00 AM",53205.05000000,54886.69000000,52900.00000000,54566.58000000,4712.58397800,254730898.05534389
"5/5/2021, 4:00:00 AM",54566.53000000,55098.00000000,54404.90000000,54758.72000000,3251.65609900,178284275.11694975
"5/5/2021, 5:00:00 AM",54758.72000000,55415.83000000,54659.00000000,55050.22000000,2379.52260600,131075556.64164614
"5/5/2021, 6:00:00 AM",55050.22000000,55242.02000000,54709.00000000,54795.19000000,2784.61518300,153133305.06795113
"5/5/2021, 7:00:00 AM",54798.87000000,55285.71000000,54428.92000000,54552.15000000,2987.18223600,163862594.24655499
"5/5/2021, 8:00:00 AM",54552.32000000,54910.27000000,54276.00000000,54693.10000000,2476.50278500,135150326.04889719
"5/5/2021, 9:00:00 AM",54691.72000000,54731.62000000,53922.84000000,54421.51000000,2467.24044500,133869587.66775076
"5/5/2021, 10:00:00 AM",54421.51000000,55028.21000000,54302.00000000,54858.35000000,2149.08854500,117429765.49942525
"5/5/2021, 11:00:00 AM",54858.35000000,55555.00000000,54679.13000000,55425.02000000,3113.62671800,171637277.79647315
"5/5/2021, 12:00:00 PM",55425.02000000,55492.15000000,55055.51000000,55359.48000000,1803.70769400,99729056.32872766
"5/5/2021, 1:00:00 PM",55359.48000000,55809.24000000,55066.31000000,55627.54000000,2632.21847900,145694052.27448998
"5/5/2021, 2:00:00 PM",55627.55000000,55672.55000000,55000.00000000,55108.95000000,2408.18025000,133127760.43827709
"5/5/2021, 3:00:00 PM",55108.95000000,55775.15000000,55032.65000000,55573.09000000,2904.53170300,160937490.10314488
"5/5/2021, 4:00:00 PM",55573.10000000,56259.74000000,55535.61000000,56247.17000000,3785.16383900,211711368.11692615
"5/5/2021, 5:00:00 PM",56247.16000000,57000.00000000,55659.69000000,56982.80000000,5207.65636000,292884228.42832778
"5/5/2021, 6:00:00 PM",56982.92000000,57712.06000000,56915.41000000,57636.74000000,7439.27005800,425714091.98703539
"5/5/2021, 7:00:00 PM",57635.89000000,58069.82000000,57227.45000000,57414.77000000,7728.09340900,445306259.28694482
"5/5/2021, 8:00:00 PM",57414.77000000,57699.98000000,57198.03000000,57281.33000000,2531.55690300,145376477.98251750
"5/5/2021, 9:00:00 PM",57281.33000000,57500.00000000,57043.00000000,57301.55000000,2211.88348900,126765963.88613177
"5/5/2021, 10:00:00 PM",57301.56000000,57500.00000000,57043.12000000,57136.04000000,2276.83374800,130351824.91475673
"5/5/2021, 11:00:00 PM",57136.04000000,57239.85000000,56576.04000000,56841.77000000,3134.39947600,178248196.55661792
"5/6/2021, 12:00:00 AM",56841.77000000,56977.07000000,56687.35000000,56796.44000000,1464.79011300,83260205.60579831
"5/6/2021, 1:00:00 AM",56796.44000000,57619.86000000,56715.30000000,57064.55000000,3143.66434700,179868841.27297559
"5/6/2021, 2:00:00 AM",57064.54000000,57460.67000000,56926.00000000,57436.11000000,2269.95497600,129844892.82777262
"5/6/2021, 3:00:00 AM",57436.11000000,57570.00000000,56570.66000000,56959.92000000,3698.10248400,211106924.57776920
"5/6/2021, 4:00:00 AM",56959.93000000,57194.99000000,56576.36000000,56835.86000000,2753.14681400,156654053.11084979
"5/6/2021, 5:00:00 AM",56835.85000000,57165.60000000,56707.34000000,57033.36000000,1865.08057200,106305636.41196842
"5/6/2021, 6:00:00 AM",57033.36000000,57033.37000000,56632.65000000,56797.09000000,1641.52150700,93265710.47623160
"5/6/2021, 7:00:00 AM",56797.09000000,57568.42000000,56708.08000000,56943.39000000,3055.38249000,174613829.69171493
"5/6/2021, 8:00:00 AM",56943.39000000,57343.60000000,56700.00000000,57167.03000000,1694.65840300,96654102.90140766
"5/6/2021, 9:00:00 AM",57167.03000000,57167.03000000,56441.19000000,56587.65000000,2614.86444200,148470409.57378162
"5/6/2021, 10:00:00 AM",56587.66000000,56897.62000000,56331.66000000,56814.79000000,2046.67697000,116025627.07591079
"5/6/2021, 11:00:00 AM",56814.79000000,57203.81000000,56788.26000000,56898.87000000,2085.93467800,118880760.67818439
"5/6/2021, 12:00:00 PM",56898.88000000,57325.00000000,56772.75000000,57261.57000000,2143.98825600,122388541.16634240
"5/6/2021, 1:00:00 PM",57261.57000000,58360.00000000,57150.00000000,57982.10000000,5182.92311900,300457931.02214882
"5/6/2021, 2:00:00 PM",57982.10000000,58140.00000000,57688.00000000,57988.00000000,3047.82051700,176530771.47902627
"5/6/2021, 3:00:00 PM",57988.00000000,58099.00000000,57448.94000000,57616.97000000,2902.76529300,167565206.35238902
"5/6/2021, 4:00:00 PM",57616.98000000,57700.00000000,57051.96000000,57271.31000000,3047.81789100,174932730.43257098
"5/6/2021, 5:00:00 PM",57271.31000000,57399.99000000,56875.40000000,57153.13000000,2494.08203000,142630944.79478554
"5/6/2021, 6:00:00 PM",57153.12000000,57350.72000000,56763.00000000,57088.49000000,3647.52328900,208066630.79323922
"5/6/2021, 7:00:00 PM",57088.48000000,57475.00000000,56574.19000000,56718.03000000,3780.01630200,215802771.75001785
"5/6/2021, 8:00:00 PM",56718.04000000,57100.00000000,56684.87000000,56777.00000000,2117.15866600,120532877.49220818
"5/6/2021, 9:00:00 PM",56775.54000000,56970.00000000,55450.00000000,55753.57000000,6441.35275400,361344297.89558406
"5/6/2021, 10:00:00 PM",55752.54000000,56358.96000000,55200.00000000,56128.42000000,4843.38054100,269953063.09488384
"5/6/2021, 11:00:00 PM",56128.42000000,56269.00000000,55674.13000000,55913.75000000,3303.11748800,184742018.97642286
"5/7/2021, 12:00:00 AM",55913.76000000,56452.82000000,55890.86000000,56296.52000000,1939.08151300,108964117.83992001
"5/7/2021, 1:00:00 AM",56296.52000000,56564.17000000,56186.16000000,56498.56000000,1851.36180000,104332528.77257864
"5/7/2021, 2:00:00 AM",56498.56000000,56794.40000000,56254.29000000,56393.68000000,1983.91408900,112068041.37716131
"5/7/2021, 3:00:00 AM",56393.68000000,57122.17000000,56028.46000000,56376.29000000,3672.24582300,208029721.77373817
"5/7/2021, 4:00:00 AM",56376.33000000,56565.88000000,55900.00000000,56197.07000000,2788.43656100,156656753.16068472
"5/7/2021, 5:00:00 AM",56197.06000000,56397.02000000,55500.00000000,55829.28000000,3948.54230300,220936976.43084617
"5/7/2021, 6:00:00 AM",55829.28000000,56150.00000000,55476.74000000,55705.67000000,2806.85477400,156637164.53807155
"5/7/2021, 7:00:00 AM",55705.67000000,55890.98000000,55241.63000000,55830.90000000,2863.08677500,159025845.40748733
"5/7/2021, 8:00:00 AM",55830.90000000,56106.34000000,55712.39000000,55795.36000000,2090.09086000,116815211.85245360
"5/7/2021, 9:00:00 AM",55795.37000000,56194.10000000,55640.37000000,56109.00000000,2046.18480100,114547473.77412063
"5/7/2021, 10:00:00 AM",56109.01000000,56280.88000000,55675.01000000,55766.34000000,2695.50542500,151000661.32601192
"5/7/2021, 11:00:00 AM",55766.33000000,56162.44000000,55570.35000000,56086.50000000,2576.32011300,143792882.94599404
"5/7/2021, 12:00:00 PM",56086.51000000,56550.00000000,56039.72000000,56231.46000000,2620.19253800,147408960.01129727
"5/7/2021, 1:00:00 PM",56231.46000000,56689.70000000,56231.46000000,56400.57000000,2919.38660400,164920952.60798071
"5/7/2021, 2:00:00 PM",56400.57000000,56784.00000000,56217.22000000,56464.74000000,2314.39442700,130808251.98738660
"5/7/2021, 3:00:00 PM",56464.74000000,57586.48000000,56228.24000000,57459.27000000,4593.53839200,261530970.41465840
"5/7/2021, 4:00:00 PM",57459.27000000,57680.00000000,56900.00000000,56997.47000000,3296.20162600,188647063.66184001
"5/7/2021, 5:00:00 PM",56997.47000000,57215.75000000,56696.00000000,57129.50000000,3492.07845800,199021391.27913613
"5/7/2021, 6:00:00 PM",57129.50000000,57600.00000000,57050.16000000,57519.24000000,3408.10125600,195403792.45536304
"5/7/2021, 7:00:00 PM",57519.25000000,58300.00000000,57132.65000000,58300.00000000,5939.71809000,343201041.38405777
"5/7/2021, 8:00:00 PM",58300.00000000,58650.00000000,57908.86000000,58119.99000000,4412.93169300,257475778.02794001
"5/7/2021, 9:00:00 PM",58120.00000000,58208.66000000,57621.41000000,57890.03000000,2968.38341500,171907893.77078972
"5/7/2021, 10:00:00 PM",57890.02000000,57997.94000000,57430.00000000,57584.01000000,2647.59483500,152659696.38306709
"5/7/2021, 11:00:00 PM",57584.01000000,58074.31000000,57376.25000000,57607.97000000,2379.64930800,137422280.31836399
"5/8/2021, 12:00:00 AM",57607.97000000,57623.91000000,57147.00000000,57358.44000000,2436.81145100,139860707.14716511
"5/8/2021, 1:00:00 AM",57358.45000000,57571.29000000,56749.75000000,57030.92000000,3551.83694800,202928169.63306779
"5/8/2021, 2:00:00 AM",57030.92000000,57389.21000000,57020.13000000,57314.75000000,2074.66135300,118734847.18325057
"5/8/2021, 3:00:00 AM",57315.49000000,57761.78000000,56900.00000000,57700.78000000,2546.93972600,146210429.86943307
"5/8/2021, 4:00:00 AM",57700.53000000,57788.79000000,57424.01000000,57558.89000000,1754.88826300,101102189.16103869
"5/8/2021, 5:00:00 AM",57558.90000000,58310.29000000,57500.34000000,58253.20000000,2594.86695900,150108186.74625635
"5/8/2021, 6:00:00 AM",58253.20000000,58400.00000000,57980.94000000,58099.98000000,2309.15696100,134373460.50233897
"5/8/2021, 7:00:00 AM",58099.86000000,58599.99000000,57950.35000000,58057.02000000,2397.86149900,139654448.15744390
"5/8/2021, 8:00:00 AM",58057.01000000,58067.32000000,57791.00000000,57877.97000000,1935.91829200,112096881.02349318
"5/8/2021, 9:00:00 AM",57877.97000000,57975.31000000,57500.00000000,57804.10000000,1863.15103200,107513835.16565463
"5/8/2021, 10:00:00 AM",57804.09000000,58540.01000000,57604.06000000,58463.06000000,2932.63741700,170559480.58457657
"5/8/2021, 11:00:00 AM",58463.06000000,59379.26000000,58458.29000000,58856.56000000,6420.29171900,378991951.01943893
"5/8/2021, 12:00:00 PM",58856.57000000,59173.30000000,58632.80000000,58799.99000000,2999.23681300,176480123.17904381
"5/8/2021, 1:00:00 PM",58800.00000000,58888.00000000,58305.00000000,58539.56000000,2303.58396100,135067329.56327296
"5/8/2021, 2:00:00 PM",58539.56000000,58802.09000000,58350.00000000,58556.09000000,1682.31285400,98563049.72407795
"5/8/2021, 3:00:00 PM",58556.09000000,59118.30000000,58213.76000000,58862.79000000,2917.22549700,171030956.67535290
"5/8/2021, 4:00:00 PM",58862.80000000,59438.64000000,58700.00000000,58828.25000000,4759.95811500,281332332.51486931
"5/8/2021, 5:00:00 PM",58828.26000000,59060.00000000,58601.00000000,58946.32000000,2809.75111100,165296583.47063925
"5/8/2021, 6:00:00 PM",58947.47000000,58947.48000000,57472.95000000,57599.87000000,5851.53919100,340874608.40432400
"5/8/2021, 7:00:00 PM",57599.86000000,58500.00000000,57560.63000000,58381.14000000,4739.33967100,275357644.02658943
"5/8/2021, 8:00:00 PM",58381.14000000,59050.45000000,58139.91000000,58898.98000000,3815.39126900,224122977.89325150
"5/8/2021, 9:00:00 PM",58901.45000000,59251.04000000,58901.45000000,59060.57000000,2937.03940600,173491988.65638502
"5/8/2021, 10:00:00 PM",59060.57000000,59300.00000000,58863.18000000,59030.56000000,2046.45176000,120927366.98751001
"5/8/2021, 11:00:00 PM",59030.56000000,59500.00000000,58755.00000000,58935.31000000,2346.62585800,138730866.53468665
"5/9/2021, 12:00:00 AM",58935.31000000,59098.99000000,58623.21000000,58782.49000000,1893.88351500,111516406.41293211
"5/9/2021, 1:00:00 AM",58782.48000000,59119.95000000,58477.94000000,58567.12000000,2395.94596500,140798980.32352254
"5/9/2021, 2:00:00 AM",58567.12000000,58886.80000000,58466.00000000,58862.05000000,1455.90917400,85351755.39193264
"5/9/2021, 3:00:00 AM",58866.53000000,59075.00000000,58505.95000000,58527.00000000,1976.42390000,116288278.88700481
"5/9/2021, 4:00:00 AM",58527.00000000,59239.58000000,58325.09000000,59126.14000000,3062.47133300,179752874.32072681
"5/9/2021, 5:00:00 AM",59126.14000000,59147.94000000,58500.00000000,58605.00000000,2107.17232100,123932379.01050562
"5/9/2021, 6:00:00 AM",58605.03000000,59300.00000000,58465.96000000,58632.78000000,4827.16940700,283674708.42958692
"5/9/2021, 7:00:00 AM",58635.72000000,58974.91000000,57575.00000000,58157.87000000,9149.35458300,532733879.53612326
"5/9/2021, 8:00:00 AM",58157.87000000,58568.96000000,57937.27000000,58446.51000000,2314.06112600,134895431.28734470
"5/9/2021, 9:00:00 AM",58446.51000000,58620.16000000,58000.00000000,58337.57000000,2438.27011900,142471971.07614216
"5/9/2021, 10:00:00 AM",58337.57000000,58342.70000000,57711.71000000,57965.59000000,2152.61758000,124946239.10239849
"5/9/2021, 11:00:00 AM",57965.59000000,58250.00000000,57815.02000000,58159.60000000,2238.70975200,129973076.06099130
"5/9/2021, 12:00:00 PM",58159.59000000,58400.00000000,57589.94000000,57952.52000000,2908.17517400,168676077.56450471
"5/9/2021, 1:00:00 PM",57952.53000000,58052.33000000,57535.61000000,57955.04000000,2470.68717700,142785493.29785037
"5/9/2021, 2:00:00 PM",57955.04000000,58200.00000000,57865.85000000,57907.49000000,2156.90452700,125199288.12023751
"5/9/2021, 3:00:00 PM",57907.49000000,58000.00000000,56235.66000000,56433.53000000,7334.09008800,418959979.88993182
"5/9/2021, 4:00:00 PM",56433.54000000,57387.77000000,56402.90000000,57220.02000000,3553.65517600,202331949.59553934
"5/9/2021, 5:00:00 PM",57220.01000000,57485.00000000,57111.41000000,57170.90000000,2243.80578200,128578309.90264209
"5/9/2021, 6:00:00 PM",57170.90000000,57425.20000000,57000.00000000,57379.58000000,1889.57535600,108258429.29917406
"5/9/2021, 7:00:00 PM",57379.58000000,57883.11000000,57300.01000000,57600.01000000,2503.12095300,144133783.66817134
"5/9/2021, 8:00:00 PM",57600.00000000,57660.30000000,57262.51000000,57458.73000000,1615.94580800,92803132.29557944
"5/9/2021, 9:00:00 PM",57458.73000000,57638.20000000,57199.80000000,57439.39000000,1531.72537600,87961358.68347415
"5/9/2021, 10:00:00 PM",57441.61000000,57569.00000000,57048.96000000,57266.97000000,2492.94064500,142841978.41446125
"5/9/2021, 11:00:00 PM",57266.97000000,57999.00000000,57179.18000000,57844.18000000,2673.74865700,154297201.64190366
"5/10/2021, 12:00:00 AM",57844.18000000,58180.00000000,57778.85000000,58025.89000000,1924.11491000,111504698.61413989
"5/10/2021, 1:00:00 AM",58025.88000000,58205.67000000,57850.00000000,57930.32000000,2208.47429500,128249358.83164977
"5/10/2021, 2:00:00 AM",57930.31000000,58439.70000000,57929.84000000,58240.84000000,2032.90586500,118302823.97651519
"5/10/2021, 3:00:00 AM",58240.83000000,58887.82000000,58009.96000000,58858.60000000,2735.07029700,159673740.23169377
"5/10/2021, 4:00:00 AM",58858.60000000,58985.00000000,58610.16000000,58700.21000000,2415.25014600,141956981.79998750
"5/10/2021, 5:00:00 AM",58699.99000000,59066.00000000,58650.39000000,58982.81000000,2164.33811400,127334860.17510443
"5/10/2021, 6:00:00 AM",58978.95000000,59444.90000000,58929.33000000,59356.76000000,3590.54996700,212740172.02363125
"5/10/2021, 7:00:00 AM",59356.77000000,59500.00000000,59003.37000000,59154.67000000,3062.81328300,181527842.46940847
"5/10/2021, 8:00:00 AM",59154.67000000,59439.98000000,58680.26000000,59068.05000000,2521.16623500,148774470.46683032
"5/10/2021, 9:00:00 AM",59068.66000000,59180.00000000,58755.00000000,58833.93000000,1799.15279800,106084476.58219846
"5/10/2021, 10:00:00 AM",58833.92000000,58965.01000000,58355.79000000,58370.17000000,2502.86756300,146907008.65921588
"5/10/2021, 11:00:00 AM",58370.17000000,58593.79000000,58016.33000000,58372.87000000,2898.39359000,168957552.85590082
"5/10/2021, 12:00:00 PM",58372.86000000,58573.54000000,57736.46000000,57899.65000000,3262.37943600,189540888.71655204
"5/10/2021, 1:00:00 PM",57899.65000000,58167.83000000,57550.00000000,57866.23000000,2697.70420000,156187329.44782386
"5/10/2021, 2:00:00 PM",57866.24000000,58300.00000000,57301.81000000,58070.63000000,3624.60594900,209370685.49383794
"5/10/2021, 3:00:00 PM",58070.63000000,58231.46000000,57526.25000000,57654.57000000,3500.83553800,202636698.55279750
"5/10/2021, 4:00:00 PM",57650.01000000,57938.12000000,57455.00000000,57675.84000000,3403.48450700,196355379.51950658
"5/10/2021, 5:00:00 PM",57675.84000000,57675.84000000,56815.00000000,56831.59000000,4097.35071400,234834031.12251837
"5/10/2021, 6:00:00 PM",56831.59000000,58320.00000000,56700.00000000,58296.36000000,5490.74123700,315255459.11559020
"5/10/2021, 7:00:00 PM",58296.35000000,58593.70000000,57556.99000000,57572.32000000,4239.66640600,246192432.95613776
"5/10/2021, 8:00:00 PM",57572.32000000,57693.44000000,56849.75000000,56985.30000000,4085.39845600,234213812.76838386
"5/10/2021, 9:00:00 PM",56985.30000000,57195.32000000,56388.26000000,56771.88000000,4418.64385600,250966492.95716496
"5/10/2021, 10:00:00 PM",56771.87000000,56977.48000000,55516.85000000,55733.76000000,6241.02798200,351004098.63381633
"5/10/2021, 11:00:00 PM",55733.76000000,55739.62000000,53400.00000000,55240.88000000,11462.11008200,628919849.97955955
